rt,trial_type,trial_index,time_elapsed,responses,name,key_press,is_stimulus,stimulus,stimulus_block,stimulus_side,time_post_trial,is_fullscreen,trial_began,os,browser,mobile,screen_size,block,sub_block
29681,instructions,0,29682,,,,,,,,,,,,,,,,
9268,survey-multi-choice,1,38953,"{""Q0"":""גבר"",""Q1"":""ימין"",""Q2"":""עברית""}",,,,,,,,,,,,,,,
3871,survey-text,2,42825,"{""Q0"":""25""}",,,,,,,,,,,,,,,
3350,survey-multi-choice,3,46177,"{""Q0"":""לא""}",,,,,,,,,,,,,,,
6472,survey-likert,4,52649,"{""Q0"":1}",attention_2,,,,,,,,,,,,,,
14078,instructions,5,66729,,,,,,,,,,,,,,,,
null,image-cpt,6,68463,,,null,FALSE,,training,,,,,,,,,,
425,image-cpt,7,71193,,,32,TRUE,,training,,,,,,,,,,
303,image-cpt,8,73419,,,32,FALSE,,training,,,,,,,,,,
null,image-cpt,9,76162,,,null,FALSE,,training,,,,,,,,,,
null,image-cpt,10,78384,,,null,FALSE,,training,,,,,,,,,,
null,image-cpt,11,80117,,,null,FALSE,,training,,,,,,,,,,
306,image-cpt,12,83352,,,32,TRUE,,training,,,,,,,,,,
384,image-cpt,13,86066,,,32,TRUE,,training,,,,,,,,,,
357,image-cpt,14,88276,,,32,TRUE,,training,,,,,,,,,,
323,image-cpt,15,90515,,,32,TRUE,,training,,,,,,,,,,
null,image-cpt,16,93738,,,null,FALSE,,training,,,,,,,,,,
286,image-cpt,17,95472,,,32,TRUE,,training,,,,,,,,,,
null,image-cpt,18,98719,,,null,FALSE,,training,,,,,,,,,,
null,image-cpt,19,100426,,,null,FALSE,,training,,,,,,,,,,
318,image-cpt,20,103646,,,32,TRUE,,training,,,,,,,,,,
null,image-cpt,21,105873,,,null,FALSE,,training,,,,,,,,,,
518,image-cpt,22,107594,,,32,TRUE,,training,,,,,,,,,,
null,image-cpt,23,109818,,,null,FALSE,,training,,,,,,,,,,
286,image-cpt,24,112559,,,32,TRUE,,training,,,,,,,,,,
488,image-cpt,25,114293,,,32,TRUE,,training,,,,,,,,,,
null,image-cpt,26,117007,,,null,FALSE,,training,,,,,,,,,,
null,image-cpt,27,119738,,,null,FALSE,,training,,,,,,,,,,
null,image-cpt,28,121472,,,null,FALSE,,training,,,,,,,,,,
19344,instructions,29,140816,,,,,,,,,,,,,,,,
null,image-cpt,30,142525,,,null,FALSE,,,,,,,,,,,,
298,image-cpt,31,144260,,,32,TRUE,,,,,,,,,,,,
null,image-cpt,32,146501,,,null,FALSE,,,,,,,,,,,,
323,image-cpt,33,148743,,,32,TRUE,,,,,,,,,,,,
321,image-cpt,34,150461,,,32,TRUE,,,,,,,,,,,,
282,image-cpt,35,153668,,,32,TRUE,,,,,,,,,,,,
276,image-cpt,36,155907,,,32,TRUE,,,,,,,,,,,,
277,image-cpt,37,158634,,,32,TRUE,,,,,,,,,,,,
317,image-cpt,38,161377,,,32,TRUE,,,,,,,,,,,,
247,image-cpt,39,163601,,,32,TRUE,,,,,,,,,,,,
null,image-cpt,40,166814,,,null,FALSE,,,,,,,,,,,,
265,image-cpt,41,168546,,,32,FALSE,,,,,,,,,,,,
358,image-cpt,42,170774,,,32,TRUE,,,,,,,,,,,,
306,image-cpt,43,172985,,,32,TRUE,,,,,,,,,,,,
null,image-cpt,44,175207,,,null,FALSE,,,,,,,,,,,,
321,image-cpt,45,177445,,,32,TRUE,,,,,,,,,,,,
null,image-cpt,46,179686,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,47,182917,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,48,185156,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,49,187398,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,50,190608,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,51,193828,,,null,FALSE,,,,,,,,,,,,
307,image-cpt,52,197053,,,32,TRUE,,,,,,,,,,,,
331,image-cpt,53,198772,,,32,TRUE,,,,,,,,,,,,
null,image-cpt,54,200491,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,55,202715,,,null,FALSE,,,,,,,,,,,,
317,image-cpt,56,204929,,,32,TRUE,,,,,,,,,,,,
null,image-cpt,57,207645,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,58,210877,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,59,214107,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,60,215813,,,null,FALSE,,,,,,,,,,,,
403,image-cpt,61,218554,,,32,TRUE,,,,,,,,,,,,
301,image-cpt,62,220794,,,32,TRUE,,,,,,,,,,,,
null,image-cpt,63,223498,,,null,FALSE,,,,,,,,,,,,
382,image-cpt,64,226734,,,32,TRUE,,,,,,,,,,,,
null,image-cpt,65,229953,,,null,FALSE,,,,,,,,,,,,
343,image-cpt,66,232192,,,32,TRUE,,,,,,,,,,,,
null,image-cpt,67,234921,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,68,237659,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,69,239889,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,70,243111,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,71,246315,,,null,FALSE,,,,,,,,,,,,
413,image-cpt,72,249047,,,32,TRUE,,,,,,,,,,,,
null,image-cpt,73,252258,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,74,255464,,,null,FALSE,,,,,,,,,,,,
368,image-cpt,75,257184,,,32,TRUE,,,,,,,,,,,,
null,image-cpt,76,260391,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,77,263602,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,78,265322,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,79,268544,,,null,FALSE,,,,,,,,,,,,
296,image-cpt,80,271289,,,32,TRUE,,,,,,,,,,,,
null,image-cpt,81,273529,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,82,276760,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,83,279978,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,84,282695,,,null,FALSE,,,,,,,,,,,,
